registered_number,route,component,page_file,title,route_state,sequence_number,source_bytes,dependency_count,primary_component,dependency_files,missing_imports,image_media_signals,interaction_signals,personal_voice_signals,design_tokens,error_signals,generic_signals,unknown_navigation_targets,boredom_risk,source_fingerprint,gift_present,memory,gift,compliment,message,surprise
"175","/couple-nickname-generator","CoupleNicknameGeneratorPage","src/pages/CoupleNicknameGeneratorPage.jsx","Couple Nickname Generator","sequence page 141","141","55828","10","CoupleNicknameGenerator","src/pages/CoupleNicknameGeneratorPage.jsx | src/components/CoupleNicknameGenerator.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","56","41","text-pink-400 text-center rounded-3xl bg-slate-950 border-4 border-pink-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","1f80bea3b264","true","the dream of Pokhara, Manang, and Mustang waiting for us","a promise folded into a keepsake card","You are beautiful in the moments you never think to pose for.","Samjhana, my Fuchee, Abu made the Couple Nickname Generator room around the dream of Pokhara, Manang, and Mustang waiting for us. This page is a soft place to land when your day is","A small surprise: Abu remembers more than he says. You are beautiful in the moments you never think to pose for. This page is Abu’s a compliment saved for your next tired day for S"
"176","/love-rhythm-game","LoveRhythmGamePage","src/pages/LoveRhythmGamePage.jsx","Love Rhythm Game","sequence page 142","142","54964","10","LoveRhythmGame","src/pages/LoveRhythmGamePage.jsx | src/components/LoveRhythmGame.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","55","38","text-pink-400 text-center rounded-3xl bg-slate-950 border-4 border-rose-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","10f1262f013b","true","dropping you at the Language Institute before Japan","a tiny cinema ticket for one moment Abu would replay","Your moods, your laugh, your quiet, and your Bhoot moments all belong to the girl Abu loves.","Samjhana, my Runchi, Abu made the Love Rhythm Game room around dropping you at the Language Institute before Japan. Read this slowly, Sanu. It was made for your exact heart.","This page is a soft place to land when your day is heavy. Your moods, your laugh, your quiet, and your Bhoot moments all belong to the girl Abu loves. This page is Abu’s a private "
"177","/sweet-dessert-tower","SweetDessertTowerPage","src/pages/SweetDessertTowerPage.jsx","Sweet Dessert Tower","sequence page 143","143","56347","10","SweetDessertTower","src/pages/SweetDessertTowerPage.jsx | src/components/SweetDessertTower.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","57","38","text-pink-500 text-center rounded-3xl bg-slate-950 border-4 border-pink-300 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","aa083318523b","true","the day “Abhay” became “Abu” because you made it yours","a future postcard from the light-blue scooter road","You are the person behind every name Abu says with a softer voice.","Samjhana, my Babe, Abu made the Sweet Dessert Tower room around the day “Abhay” became “Abu” because you made it yours. Read this slowly, Sanu. It was made for your exact heart.","This page is a soft place to land when your day is heavy. You are the person behind every name Abu says with a softer voice. This page is Abu’s a Bageshwori memory pressed between "
"178","/love-poetry-fridge","LovePoetryFridgePage","src/pages/LovePoetryFridgePage.jsx","Love Poetry Fridge","sequence page 144","144","55657","10","LovePoetryFridge","src/pages/LovePoetryFridgePage.jsx | src/components/LovePoetryFridge.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","53","39","text-amber-500 text-center rounded-3xl bg-slate-950 border-4 border-slate-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","c7bb5b762df5","true","the dream of Pokhara, Manang, and Mustang waiting for us","a quiet “open when” note for your pocket","You are beautiful in the moments you never think to pose for.","Samjhana, my Runchi, Abu made the Love Poetry Fridge room around the dream of Pokhara, Manang, and Mustang waiting for us. This page is a soft place to land when your day is heavy.","A small surprise: Abu remembers more than he says. You are beautiful in the moments you never think to pose for. This page is Abu’s a promise map for the places we still want to se"
"179","/couple-travel-passport-stamps","CoupleTravelPassportStampsPage","src/pages/CoupleTravelPassportStampsPage.jsx","Couple Travel Passport Stamps","sequence page 145","145","56928","10","CoupleTravelPassportStamps","src/pages/CoupleTravelPassportStampsPage.jsx | src/components/CoupleTravelPassportStamps.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","56","44","text-blue-400 text-center rounded-3xl bg-slate-950 border-4 border-blue-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","703c6c2fa524","true","the way you can be Sanzu, Bhuntu, Sanu, Babe, or Runchi and still be home","a Bageshwori memory pressed between two pages","You make Abu want to become gentler, steadier, and more worthy of your trust.","Samjhana, my Babe, Abu made the Couple Travel Passport Stamps room around the way you can be Sanzu, Bhuntu, Sanu, Babe, or Runchi and still be home. This is a reminder that you are","Open this when you miss Abu. You make Abu want to become gentler, steadier, and more worthy of your trust. This page is Abu’s a quiet “open when” note for your pocket for Runchi."
"180","/love-firework-painter","LoveFireworkPainterPage","src/pages/LoveFireworkPainterPage.jsx","Love Firework Painter","sequence page 146","146","56986","10","LoveFireworkPainter","src/pages/LoveFireworkPainterPage.jsx | src/components/LoveFireworkPainter.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","58","38","text-amber-300 text-center rounded-3xl bg-slate-950 border-4 border-amber-400/60 shadow-2xl rounded-full bg-amber-900/30 border-2","","","","LOW","263f5553061c","true","the room-search conversation that started in Nepalgunj","a soft landing place for a difficult day","You are the best part of every future Abu imagines.","Samjhana, my Samjhana, Abu made the Love Firework Painter room around the room-search conversation that started in Nepalgunj. Keep this for the next time distance feels loud.","Read this slowly, Sanu. It was made for your exact heart. You are the best part of every future Abu imagines. This page is Abu’s a bouquet of words for your soft days for Sanzu."
"181","/sweet-dream-catcher","SweetDreamCatcherPage","src/pages/SweetDreamCatcherPage.jsx","Sweet Dream Catcher","registered but not in sequence","","55497","10","SweetDreamCatcher","src/pages/SweetDreamCatcherPage.jsx | src/components/SweetDreamCatcher.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","53","38","text-pink-400 text-center rounded-3xl bg-slate-950 border-4 border-pink-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","6f4b9d7221c9","true","dropping you at the Language Institute before Japan","a promise folded into a keepsake card","Your moods, your laugh, your quiet, and your Bhoot moments all belong to the girl Abu loves.","Samjhana, my Sanu, Abu made the Sweet Dream Catcher room around dropping you at the Language Institute before Japan. This page is a soft place to land when your day is heavy.","A small surprise: Abu remembers more than he says. Your moods, your laugh, your quiet, and your Bhoot moments all belong to the girl Abu loves. This page is Abu’s a compliment save"
"182","/couple-questions-deep","CoupleQuestionsDeepPage","src/pages/CoupleQuestionsDeepPage.jsx","Couple Questions Deep","sequence page 147","147","55917","10","CoupleQuestionsDeep","src/pages/CoupleQuestionsDeepPage.jsx | src/components/CoupleQuestionsDeep.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","38","text-purple-500 text-center rounded-3xl bg-slate-950 border-4 border-purple-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","71b7efdb1ed3","true","the day “Abhay” became “Abu” because you made it yours","a soft landing place for a difficult day","You are the person behind every name Abu says with a softer voice.","Samjhana, my Babe, Abu made the Couple Questions Deep room around the day “Abhay” became “Abu” because you made it yours. Keep this for the next time distance feels loud.","Read this slowly, Sanu. It was made for your exact heart. You are the person behind every name Abu says with a softer voice. This page is Abu’s a bouquet of words for your soft day"
"183","/love-music-box-carousel","LoveMusicBoxCarouselPage","src/pages/LoveMusicBoxCarouselPage.jsx","Love Music Box Carousel","sequence page 148","148","55941","10","LoveMusicBoxCarousel","src/pages/LoveMusicBoxCarouselPage.jsx | src/components/LoveMusicBoxCarousel.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","36","text-pink-400 text-center rounded-3xl bg-slate-950 border-4 border-pink-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","ec056e77aa09","true","the way you can be Sanzu, Bhuntu, Sanu, Babe, or Runchi and still be home","a voice-note moment for the nights you miss home","You make Abu want to become gentler, steadier, and more worthy of your trust.","Samjhana, my Sanzu, Abu made the Love Music Box Carousel room around the way you can be Sanzu, Bhuntu, Sanu, Babe, or Runchi and still be home. The secret is simple: Abu would stil","The gift inside is not expensive; it is specific to you. You make Abu want to become gentler, steadier, and more worthy of your trust. This page is Abu’s a small surprise box with "
"184","/sweet-compliments-fountain","SweetComplimentsFountainPage","src/pages/SweetComplimentsFountainPage.jsx","Sweet Compliments Fountain","sequence page 149","149","56281","10","SweetComplimentsFountain","src/pages/SweetComplimentsFountainPage.jsx | src/components/SweetComplimentsFountain.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","56","37","text-sky-400 text-center rounded-3xl bg-slate-950 border-4 border-sky-400/60 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","cddb70418c1b","true","the day “Abhay” became “Abu” because you made it yours","a Sakai-to-Nepalgunj distance token","You are the person behind every name Abu says with a softer voice.","Samjhana, my Babe, Abu made the Sweet Compliments Fountain room around the day “Abhay” became “Abu” because you made it yours. A small surprise: Abu remembers more than he says.","Keep this for the next time distance feels loud. You are the person behind every name Abu says with a softer voice. This page is Abu’s a memory ribbon tied to your favourite name f"
"185","/couple-movie-night","CoupleMovieNightPage","src/pages/CoupleMovieNightPage.jsx","Couple Movie Night","sequence page 150","150","56248","10","CoupleMovieNight","src/pages/CoupleMovieNightPage.jsx | src/components/CoupleMovieNight.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","56","38","text-rose-500 text-center rounded-3xl border-4 shadow-2xl bg-slate-950 border-rose-500 bg-slate-900 border-slate-700 rounded-2xl","","","","LOW","01164dbfc2a3","true","Water Park laughter and the day moving too quickly","a quiet “open when” note for your pocket","Your “huss” can make a long day feel close again.","Samjhana, my Sanu, Abu made the Couple Movie Night room around Water Park laughter and the day moving too quickly. This page is a soft place to land when your day is heavy.","A small surprise: Abu remembers more than he says. Your “huss” can make a long day feel close again. This page is Abu’s a promise map for the places we still want to see for Babe."
